date,topic0_speech,topic1_speech,topic2_speech
2006-01-31,0.8771394491195679,0.0,0.12215302884578705
2006-02-28,0.4605500504374504,0.38045609295368193,0.15887303799390792
2006-03-31,0.3263020596156518,0.5662563923332427,0.10615620430972841
2006-04-30,0.35278102078221063,0.40396988137879153,0.24291623807088894
2006-05-31,0.1093931794166565,0.541681581735611,0.3471136048436165
2006-06-30,0.5223426781594753,0.2697718443038563,0.2066379152238369
2006-07-31,0.5450906356175741,0.45349417502681416,0.0
2006-08-31,0.9003536403179169,0.06277299672365189,0.035388083197176456
2006-09-30,0.6223468296229839,0.049814035495122276,0.32551941586037475
2006-10-31,0.4354252517223358,0.3760461111863454,0.18819248831520477
2006-11-30,0.5540293680969626,0.28055367432534695,0.16502893064171076
2006-12-31,0.8423670132954916,0.1432340443134308,0.011902199437220892
2007-01-31,0.45399473905563353,0.3689421385526657,0.17548365741968155
2007-02-28,0.32627413515001535,0.6557182868321737,0.017848224689563114
2007-03-31,0.5369376723061908,0.3351271845061671,0.1256640688939528
2007-04-30,0.6251474380493164,0.24503458067774772,0.1295811802148819
2007-05-31,0.46354442052543166,0.29758960083127023,0.23837020620703697
2007-06-30,0.43714439868927,0.3331284125645955,0.22959891892969608
2007-07-31,0.49989017844200134,0.498952180147171,0.0
2007-08-31,0.19710850715637207,0.30274710059165955,0.4958873987197876
2007-09-30,0.6628036145120859,0.31423071399331093,0.022396674379706383
2007-10-31,0.5695651579648257,0.39132579434663056,0.03779763281345368
2007-11-30,0.49847671728242526,0.3344463480805809,0.16675722700628368
2007-12-31,,,
2008-01-31,0.7433948293328285,0.24286082107573748,0.013175222091376781
2008-02-29,0.4660047675882067,0.3469200985772269,0.1862903961113521
2008-03-31,0.46186715447240406,0.3080692808661196,0.22945931222703722
2008-04-30,0.20309434179216623,0.527311849873513,0.2691305950284004
2008-05-31,0.2523969983682036,0.5951078686863184,0.15184278339147567
2008-06-30,0.5974791103767024,0.2042618700199657,0.1968793140517341
2008-07-31,0.30521090775728227,0.512356036901474,0.18183070421218872
2008-08-31,0.022331921383738518,0.9775175452232361,0.0
2008-09-30,0.5081740121046702,0.3471462279558182,0.1442287564277649
2008-10-31,0.17641392350196838,0.8231404771407446,0.0
2008-11-30,0.347297552973032,0.6524769775569439,0.0
2008-12-31,0.09789566819866498,0.7139387341837088,0.1847251628835996
2009-01-31,0.33487311005592346,0.6650169491767883,0.0
2009-02-28,0.21097632590681314,0.40498145669698715,0.38400470092892647
2009-03-31,0.28347887843847275,0.6522924154996872,0.06380927190184593
2009-04-30,0.3640813601336309,0.5574383501495633,0.07835282598223005
2009-05-31,0.4085962474346161,0.55277478415519,0.03849722724407911
2009-06-30,0.3556414367631078,0.4237686060369015,0.22037360491231084
2009-07-31,0.013565102592110634,0.7527228593826294,0.23281385004520416
2009-08-31,0.055926643311977386,0.6144730448722839,0.32439496119817096
2009-09-30,0.41606857180595397,0.44014198780059816,0.14328300431370736
2009-10-31,0.37090511806309223,0.627657761098817,0.0
2009-11-30,0.24114136695861815,0.756624186038971,0.0
2009-12-31,0.18011175654828548,0.4109657208124797,0.40780529379844666
2010-01-31,0.7246017083525658,0.2634826488792896,0.01126247737556696
2010-02-28,0.1495549948886037,0.7980182692408562,0.05226682103239
2010-03-31,0.2111546384791533,0.6864947974681854,0.10163394610087077
2010-04-30,0.32173467725515364,0.39366419073194264,0.28306723684072493
2010-05-31,0.5520724058151245,0.3757613045828683,0.07190574492727007
2010-06-30,0.30433785542845726,0.36723627398411435,0.32821135719617206
2010-07-31,0.04920891672372818,0.08789053186774254,0.8625512520472208
2010-08-31,0.8736880123615265,0.057658636942505836,0.06859519332647324
2010-09-30,0.1377472385764122,0.40641539022326467,0.455524867773056
2010-10-31,0.5678783369561037,0.17939623879889646,0.25026593171060085
2010-11-30,0.44821467995643616,0.49661088176071644,0.05463867783546448
2010-12-31,0.6636069864034653,0.043535567820072174,0.29071244597435
2011-01-31,0.9160988032817841,0.08361602947115898,0.0
2011-02-28,0.6637042254209519,0.2749382972717285,0.06093063801527023
2011-03-31,0.4106510043144226,0.46640167813748123,0.12278013974428177
2011-04-30,0.30963485439618427,0.32082552711168927,0.3693093458811442
2011-05-31,0.3966822202006976,0.308040186141928,0.29430165017644566
2011-06-30,0.49103426933288574,0.35517599278440076,0.153676539969941
2011-07-31,,,
2011-08-31,0.8701609373092651,0.1282465159893036,0.0
2011-09-30,0.5282277638713518,0.4067556324104468,0.06274242637058099
2011-10-31,0.6069082319736481,0.27741643134504557,0.11473203152418136
2011-11-30,0.28372726682573557,0.5150105158487955,0.20053101082642874
2011-12-31,,,
2012-01-31,0.324106153100729,0.42564937472343445,0.2501136362552643
2012-02-29,0.2852387372404337,0.32069867104291916,0.3940626010298729
2012-03-31,0.4920334082096815,0.17501121163368225,0.33259996175765993
2012-04-30,0.39128340035676956,0.5901895403862,0.016728080809116364
2012-05-31,0.19416573643684387,0.7730731169382731,0.032645932088295616
2012-06-30,0.4998810291290283,0.4998559057712555,0.0
2012-07-31,0.42040617267290753,0.46214963992436725,0.11721955239772797
2012-08-31,0.6992341180642446,0.048751164227724075,0.25156935552755993
2012-09-30,,,
2012-10-31,0.6711402237415314,0.2064946504930655,0.12177920496712129
2012-11-30,0.548370440180103,0.2738248687237501,0.17765838404496512
2012-12-31,0.04644788056612015,0.9532782733440399,0.0
2013-01-31,0.0,0.9997677803039551,0.0
2013-02-28,0.40437704883515835,0.47008844713370007,0.1231014331181844
2013-03-31,0.6453280647595724,0.2576164168616136,0.09658774236838023
2013-04-30,0.4573957212269306,0.36076445505023,0.18098861910402775
2013-05-31,0.4230519887059927,0.5307342290878296,0.04599054753780365
2013-06-30,0.5811948657035828,0.3771112561225891,0.03757877200841904
2013-07-31,0.36894771953423816,0.6308492620786031,0.0
2013-08-31,,,
2013-09-30,0.49764818977564573,0.5021963054314256,0.0
2013-10-31,0.2848398930260113,0.47643987382096903,0.2383273414203099
2013-11-30,0.3381138613913208,0.5926125473342836,0.0690543707460165
2013-12-31,0.4799823760986328,0.46644753217697144,0.053344905376434326
2014-01-31,0.39471687376499176,0.6051641553640366,0.0
2014-02-28,0.515484482049942,0.48436421155929565,0.0
2014-03-31,0.5106959870706002,0.22956403344869614,0.2591688586398959
2014-04-30,0.6657414436340332,0.3329498767852783,0.0
2014-05-31,0.511587405204773,0.2915734874084592,0.195124451816082
2014-06-30,0.3329785267512004,0.6662860910097758,0.0
2014-07-31,0.2339337207376957,0.7659488618373871,0.0
2014-08-31,0.8931090533733368,0.10673817992210388,0.0
2014-09-30,0.39077574387192726,0.31179840862751007,0.29719921201467514
2014-10-31,0.4562599539756775,0.22352251708507537,0.3192979771643877
2014-11-30,0.3074421763420105,0.6020522788167,0.08996800184249878
2014-12-31,0.052319541573524475,0.4569012699648738,0.49029234051704407
2015-01-31,0.0,0.9994759559631348,0.0
2015-02-28,0.3351545035839081,0.4316813610494137,0.23270776867866516
2015-03-31,0.3737668037414551,0.6246491551399231,0.0
2015-04-30,0.5984907746315002,0.12746402621269226,0.27368877455592155
2015-05-31,0.4215381642182668,0.28993039205670357,0.2874259352684021
2015-06-30,0.49050432443618774,0.3607239857316017,0.1469890832901001
2015-07-31,0.3912137448787689,0.6084681153297424,0.0
2015-08-31,0.5646378248929977,0.4350356161594391,0.0
2015-09-30,0.25679941987618804,0.267978647723794,0.4724816828966141
2015-10-31,0.4864516407251358,0.3293526843190193,0.18298264096180597
2015-11-30,0.48940531805985504,0.4739808953470654,0.03597911116149691
2015-12-31,0.5061193048022687,0.2689059618860483,0.22455915808677673
2016-01-31,0.7482461333274841,0.2515425682067871,0.0
2016-02-29,0.7992187142372131,0.19990642070770265,0.0
2016-03-31,0.845905601978302,0.15380422274271646,0.0
2016-04-30,0.0,0.5480512976646423,0.45175471901893616
2016-05-31,0.6608175834019979,0.31254864235719043,0.026435973743597668
2016-06-30,0.6108295448124409,0.3886044144630432,0.0
2016-07-31,0.0,0.9992197751998901,0.0
2016-08-31,0.9825803339481354,0.01698102429509163,0.0
2016-09-30,0.4225041329860687,0.2057342454791069,0.3712525811046362
2016-10-31,0.610026261636189,0.25659040042332243,0.13290597285543168
2016-11-30,0.8353951275348663,0.10442242794670165,0.05965374410152435
2016-12-31,0.0,0.5711629763245583,0.42844855785369873
2017-01-31,0.8400127530097962,0.04075644016265869,0.11862956508994102
2017-02-28,0.9967586994171143,0.0,0.0
2017-03-31,0.5644415787288121,0.13626897867236817,0.29874818665640696
2017-04-30,0.4057593767841657,0.28289663946876925,0.3107535739739736
2017-05-31,0.8390259817242622,0.002878590254113078,0.15794370556250215
2017-06-30,0.26785747408866883,0.7251883625984192,0.005901966616511345
2017-07-31,0.76937202612559,0.16562763849894205,0.06370754353702068
2017-08-31,0.005152725148946047,0.9645510017871857,0.030035432428121567
2017-09-30,0.7875391721725464,0.06048446297645569,0.15175648927688598
2017-10-31,0.5687923431396484,0.16035543022943394,0.2683567404747009
2017-11-30,0.22069755792617798,0.2931741863489151,0.48419844508171084
2017-12-31,0.5625805258750916,0.0,0.4369802474975586
2018-01-31,0.0,0.8773914575576782,0.1223616972565651
2018-02-28,0.632796585559845,0.18714258074760437,0.17949188873171806
2018-03-31,0.3462291657924652,0.268651803334554,0.38376809159914654
2018-04-30,0.35756683349609375,0.39224258065223694,0.24981996417045593
2018-05-31,0.35440646963460104,0.3979977055319718,0.24713785414184844
2018-06-30,0.499591588973999,0.39942580461502075,0.09921365231275558
2018-07-31,0.15193912386894226,0.8431941568851471,0.0
2018-08-31,0.9996563196182251,0.0,0.0
2018-09-30,0.9396082162857056,0.030199497938156128,0.029984261840581894
2018-10-31,0.4754367044993809,0.022012342299733843,0.501137375831604
2018-11-30,0.2652158746495843,0.4632734790444374,0.27124602496623995
2018-12-31,0.272458544621865,0.2287152111530304,0.4984477801869313
2019-01-31,0.499554842710495,0.21974501013755798,0.280153751373291
2019-02-28,0.4902789169414477,0.1444753510030833,0.3638738536021926
2019-03-31,0.4527170459429423,0.16906524863508013,0.37720561855369145
2019-04-30,0.36868872679769993,0.30662413003544015,0.32373422260085744
2019-05-31,0.7917716950178146,0.12344415350393816,0.08393957669084723
2019-06-30,0.6118605906764666,0.13785267435014248,0.24978010263293982
2019-07-31,0.5515302538871765,0.3530814409255981,0.09207492135465145
2019-08-31,0.33904822170734406,0.0036509487157066665,0.654696544011434
2019-09-30,0.3502177884802222,0.5312775254249573,0.11781145706772804
2019-10-31,0.5306956355713985,0.14391984985294667,0.32313505153764377
2019-11-30,0.7707313112914562,0.19796082098037004,0.030755689251236618
2019-12-31,0.06873313337564468,0.5949494242668152,0.3363174796104431
2020-01-31,0.47060225903987885,0.24117575585842133,0.28765858244150877
2020-02-29,0.4502396020106971,0.2119443342089653,0.3363113384693861
2020-03-31,,,
2020-04-30,0.5535525679588318,0.2830240726470947,0.1634233295917511
2020-05-31,0.5618055880069732,0.05548484474420547,0.3808605380356312
2020-06-30,0.4570099860429764,0.34183938304583233,0.19971317052841187
2020-07-31,0.5078842714428902,0.49146441277116537,0.0
2020-08-31,0.4750305498018861,0.0502632325515151,0.47426562042285997
2020-09-30,0.5249434933066368,0.02691442985087633,0.44633878767490387
2020-10-31,0.38633662834763527,0.23698301206935535,0.37494037368080835
2020-11-30,0.4514316041022539,0.20056866109371185,0.347719157114625
2020-12-31,0.028693222999572755,0.3496756315231323,0.620415349304676
2021-01-31,0.7493967860937119,0.0,0.24779409170150757
2021-02-28,0.47075193002820015,0.24695691892078944,0.2814172777746405
2021-03-31,0.49357731994241477,0.43946644067764284,0.06522019626572728
2021-04-30,0.9995109438896179,0.0,0.0
2021-05-31,0.7183310455746121,0.10811401738060845,0.17276065134339863
2021-06-30,0.36511800345033407,0.4254922866821289,0.20912419445812702
2021-07-31,0.49960246682167053,0.4385444223880768,0.061264630407094955
2021-08-31,0.6706780210137367,0.14520562887191774,0.1834474802017212
2021-09-30,0.36948850750923157,0.029535381123423576,0.5995208323001862
2021-10-31,0.5071232812479138,0.26599493734538554,0.22609967021271588
2021-11-30,0.5003314822912216,0.22219241000711917,0.27710157334804536
2021-12-31,0.5082113649696112,0.4905174970626831,0.0
2022-01-31,,,
2022-02-28,0.5052525028586388,0.24374974519014359,0.25044943392276764
2022-03-31,0.746378074089686,0.0,0.25130585332711536
2022-04-30,0.9766499400138855,0.0,0.023118281736969948
2022-05-31,0.6387437079101801,0.0,0.360646553337574
2022-06-30,0.5376403443515301,0.36197330057621,0.10015645995736122
2022-07-31,0.3332083026568095,0.26434117555618286,0.40185120701789856
2022-08-31,0.5250867962837219,0.019889820367097855,0.45404623448848724
2022-09-30,0.422652234722461,0.2254422434738704,0.35120866766997744
2022-10-31,0.6819768063724041,0.16863465681672096,0.14898348087444901
2022-11-30,0.7975199241191149,0.0,0.2020237504815062
2022-12-31,0.0,0.9995851516723633,0.0
2023-01-31,0.7961271107196808,0.11493669201930364,0.08743990212678909
2023-02-28,0.5288064163178205,0.14110796991735697,0.32804838940501213
2023-03-31,0.4882795223966241,0.2567857224494219,0.25428599677979946
2023-04-30,0.4069752310003553,0.18614789417811803,0.40355840751102995
2023-05-31,0.6121408119797707,0.27010040628639137,0.11621282054958018
2023-06-30,0.4849612534046173,0.4014727469533682,0.11323046982288361
2023-07-31,0.3331746459007263,0.3346576349188884,0.33184223001201946
2023-08-31,0.8792642951011658,0.0,0.11999440146610141
2023-09-30,0.34367363367761883,0.031070911458560398,0.6230288807834897
2023-10-31,0.44152418213586014,0.31781628562344444,0.23905843485974604
2023-11-30,0.5628068301205834,0.2694927048869431,0.1670261041726917
